-3.2,0
-3.6,7
-3.7,49
-3.5,100
-3.5,139
-3.4,156
-3.4,150
-3.3,121
-3.3,74
-3.5,22
-3.7,1
-3.8,0
-3.9,0
-3.9,0
-4.3,0
-4.1,0
-4.2,0
-4.3,0
-4.4,0
-4.4,0
-4.4,0
-4.4,0
-4.3,0
-4.3,0
-4.2,0
-4,8
-3.8,50
-3.6,102
-3.4,140
-3.2,158
-3,152
-3,123
-2.9,76
-2.9,23
-2.9,1
-2.8,0
-2.8,0
-2.7,0
-2.7,0
-2.6,0
-2.6,0
-2.5,0
-2.5,0
-2.5,0
-2.4,0
-2.4,0
-2.4,0
-2.4,0
-2.4,0
-2.4,8
-2.5,51
-2.5,103
-2.5,142
-2.5,160
-2.5,154
-2.6,125
-2.7,78
-2.8,24
-3,1
-3.1,0
-3.3,0
-3.4,0
-3.5,0
-3.6,0
-3.6,0
-3.5,0
-3.5,0
-3.4,0
-3.4,0
-3.3,0
-3.4,0
-3.6,0
-3.7,0
-3.7,9
-3.6,52
-3.6,105
-3.4,144
-3.3,162
-3.1,156
-3.1,127
-3,80
-3,26
-3,1
-3.1,0
-3.1,0
-3.1,0
-3,0
-3,0
-3.1,0
-3.1,0
-3.2,0
-3.3,0
-3.3,0
-3.4,0
-3.5,0
-3.5,0
-3.6,0
-3.6,9
-3.5,54
-3.5,107
-3.2,146
-3,164
-2.7,158
-2.6,129
-2.6,82
-2.5,27
-2.6,1
-2.6,0
-2.7,0
-2.7,0
-2.8,0
-2.8,0
-2.7,0
-2.5,0
-2.4,0
-2.3,0
-2.3,0
-2.2,0
-2.5,0
-2.7,0
-2.9,0
-3.2,9
-3.2,55
-3.1,109
-3.1,148
-3,166
-3,161
-3,132
-3,84
-3.1,29
-3.1,2
-3.2,0
-3.1,0
-2.9,0
-2.8,0
-2.9,0
-3.1,0
-3,0
-2.8,0
-2.7,0
-2.6,0
-2.4,0
-2.4,0
-2.3,0
-2.2,0
-1.9,10
-1.6,57
-1.4,110
-1.3,150
-1.1,168
-0.9,162
-1,134
-0.9,86
-1,31
-1.2,2
-1.7,0
-2.1,0
-1.5,0
-1.2,0
-1.3,0
-1.2,0
-1.8,0
-1.4,0
-1.4,0
-1.6,0
-1.6,0
-1.6,0
-1.5,0
-1.3,0
-1.1,10
-0.9,58
-1,112
-0.6,296
-0.5,344
0,342
-0.1,283
-1,184
-2.6,70
-4.2,5
-5.4,0
-6,0
-6.4,0
-6.7,0
-6.7,0
-6.8,0
-6.9,0
-7.3,0
-7.4,0
-7.5,0
-7.6,0
-7.9,0
-8,0
-8.3,0
-8.6,11
-8.2,108
-8.1,207
-7.9,246
-7.3,230
-6.9,222
-7,184
-7.1,120
-7.2,45
-7.5,4
-7.7,0
-7.5,0
-7.5,0
-7.1,0
-6.9,0
-6.6,0
-6.4,0
-6.4,0
-6.4,0
-6.4,0
-6.2,0
-6.2,0
-6.1,0
-6.6,0
-6.5,12
-6.2,63
-6.2,119
-5.7,159
-5.5,233
-5.6,225
-6.1,143
-6.4,94
-7,36
-7.4,3
-7.5,0
-6.8,0
-7.3,0
-7.6,0
-8.1,0
-9.2,0
-11,0
